,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,phone,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,active,city_0,city_1,city_2,date_delta,month signup_date,month last_trip_date
144,0.95,5.0,5.0,1.0,1.0,0.0,0,True,100.0,1,0.0,0.0,1.0,156 days,1,6
145,4.86,4.7,5.0,1.03,1.0,2.3,11,True,57.5,1,0.0,1.0,0.0,171 days,1,6
146,4.97,5.0,5.0,1.0,1.0,0.0,0,True,100.0,0,0.0,0.0,1.0,73 days,1,3
147,5.44,4.6,3.7,1.09,1.0,3.8,7,False,57.7,1,0.0,0.0,1.0,157 days,1,7
148,2.64,5.0,4.601559291274655,1.0,1.0,0.0,0,False,100.0,0,0.0,0.0,1.0,130 days,1,5
149,3.42,5.0,4.8,1.21,1.0,21.4,0,True,28.6,1,1.0,0.0,0.0,170 days,1,6
150,1.64,4.8,4.5,1.14,1.0,22.9,10,False,62.9,1,0.0,1.0,0.0,162 days,1,6
151,4.43,4.7,5.0,1.17,1.0,33.3,0,False,66.7,1,0.0,0.0,1.0,161 days,1,6
152,4.01,5.0,5.0,1.0,1.0,0.0,0,True,0.0,0,0.0,0.0,1.0,113 days,1,5
153,2.1,4.4,4.0,1.0,1.0,0.0,2,True,50.0,0,0.0,0.0,1.0,79 days,1,4
154,7.63,5.0,5.0,1.0,1.0,0.0,2,True,50.0,0,0.0,0.0,1.0,1 days,1,1
155,1.89,4.5,4.5,1.0,1.0,0.0,4,False,0.0,0,0.0,0.0,1.0,2 days,1,2
156,3.18,5.0,4.0,1.0,0.0,0.0,1,False,100.0,0,0.0,0.0,1.0,1 days,1,1
157,3.72,5.0,5.0,1.0,0.0,0.0,1,False,20.0,0,0.0,0.0,1.0,118 days,1,5
158,3.8,4.7,5.0,1.0,1.0,0.0,0,False,100.0,0,1.0,0.0,0.0,76 days,1,3
159,18.03,5.0,5.0,1.0,0.0,0.0,1,False,0.0,0,1.0,0.0,0.0,7 days,1,1
160,2.92,4.7,5.0,1.0,1.0,0.0,1,True,30.0,0,1.0,0.0,0.0,138 days,1,6
161,2.03,4.7,4.9,1.0,1.0,0.0,0,True,42.9,1,0.0,1.0,0.0,164 days,1,6
162,12.6,5.0,5.0,1.0,1.0,0.0,1,False,0.0,0,1.0,0.0,0.0,0 days,1,1
163,2.86,5.0,5.0,1.0,1.0,0.0,2,True,42.9,1,0.0,1.0,0.0,140 days,1,6
164,18.57,5.0,5.0,1.0,0.0,0.0,5,True,100.0,1,0.0,1.0,0.0,174 days,1,6
165,1.5,3.5,5.0,1.63,1.0,100.0,2,False,0.0,0,1.0,0.0,0.0,1 days,1,1
166,2.36,5.0,4.601559291274655,1.0,0.0,0.0,1,False,100.0,0,0.0,0.0,1.0,1 days,1,1
167,1.73,5.0,5.0,1.0,0.0,0.0,0,False,100.0,0,0.0,0.0,1.0,33 days,1,2
168,3.37,3.5,5.0,1.0,0.0,0.0,2,False,100.0,0,1.0,0.0,0.0,1 days,1,1
169,2.11,5.0,1.0,1.0,1.0,0.0,0,True,100.0,0,0.0,0.0,1.0,49 days,1,3
170,5.45,5.0,4.601559291274655,1.0,1.0,0.0,0,False,100.0,1,1.0,0.0,0.0,159 days,1,6
171,2.2,5.0,4.0,1.0,1.0,0.0,1,False,100.0,0,0.0,0.0,1.0,1 days,1,1
172,3.88,5.0,5.0,1.0,0.0,0.0,1,False,50.0,0,0.0,0.0,1.0,65 days,1,4
173,9.77,5.0,2.0,1.0,0.0,0.0,1,False,100.0,0,1.0,0.0,0.0,8 days,1,1
174,1.75,5.0,4.5,1.0,0.0,0.0,3,True,0.0,0,1.0,0.0,0.0,71 days,1,4
175,3.56,5.0,4.0,1.25,1.0,100.0,1,False,100.0,0,0.0,1.0,0.0,1 days,1,1
176,20.32,5.0,5.0,1.0,0.8,0.0,0,False,100.0,0,1.0,0.0,0.0,49 days,1,3
177,14.37,5.0,5.0,1.0,1.0,0.0,0,False,75.0,0,0.0,1.0,0.0,104 days,1,4
178,4.46,2.0,4.0,1.0,1.0,0.0,1,False,100.0,0,1.0,0.0,0.0,26 days,1,2
179,12.52,5.0,4.0,1.0,1.0,0.0,1,False,100.0,0,1.0,0.0,0.0,12 days,1,1
180,4.2,4.6,3.9,1.02,1.0,3.5,2,False,69.0,1,1.0,0.0,0.0,162 days,1,6
181,2.74,4.0,3.0,1.0,0.0,0.0,1,True,0.0,0,0.0,0.0,1.0,48 days,1,3
182,18.15,5.0,4.601559291274655,1.0,1.0,0.0,0,True,100.0,0,0.0,0.0,1.0,125 days,1,5
183,7.54,5.0,5.0,1.0,1.0,0.0,1,False,0.0,0,0.0,1.0,0.0,1 days,1,1
184,10.16,5.0,5.0,1.0,1.0,0.0,0,True,75.0,0,0.0,0.0,1.0,130 days,1,5
185,26.9,5.0,4.601559291274655,1.0,0.0,0.0,1,True,0.0,0,0.0,0.0,1.0,25 days,1,1
186,3.15,3.8,5.0,1.05,1.0,20.0,1,False,20.0,1,0.0,1.0,0.0,158 days,1,6
187,4.54,5.0,5.0,1.0,1.0,0.0,1,False,0.0,0,0.0,0.0,1.0,0 days,1,1
188,0.0,5.0,4.601559291274655,1.0,0.0,0.0,1,False,100.0,0,0.0,0.0,1.0,3 days,1,1
189,8.91,5.0,5.0,1.0,1.0,0.0,2,True,33.3,1,0.0,0.0,1.0,163 days,1,6
190,10.37,4.0,4.0,1.25,0.0,50.0,0,False,75.0,0,0.0,0.0,1.0,114 days,1,5
191,1.34,5.0,4.601559291274655,1.0,0.0,0.0,1,False,100.0,0,0.0,0.0,1.0,0 days,1,1
192,4.42,4.5,4.5,1.0,1.0,0.0,3,True,20.0,1,0.0,0.0,1.0,151 days,1,6
193,5.99,3.0,5.0,1.0,1.0,0.0,4,False,100.0,0,0.0,0.0,1.0,4 days,1,1
194,1.78,5.0,5.0,1.04,1.0,14.3,0,True,42.9,1,0.0,1.0,0.0,163 days,1,6
195,1.27,5.0,5.0,1.0,1.0,0.0,1,False,100.0,0,0.0,0.0,1.0,23 days,1,2
196,8.0,4.8,4.0,1.0,1.0,0.0,3,True,62.5,1,0.0,0.0,1.0,135 days,1,6
197,3.75,5.0,3.7,2.25,1.0,66.7,0,False,33.3,0,0.0,0.0,1.0,53 days,1,3
198,1.38,4.0,5.0,2.0,1.0,50.0,1,False,0.0,0,0.0,0.0,1.0,36 days,1,3
199,4.58,5.0,5.0,1.0,1.0,0.0,0,False,100.0,0,0.0,0.0,1.0,120 days,1,5
200,2.34,4.6,4.6,1.02,1.0,2.7,22,True,83.8,1,0.0,0.0,1.0,169 days,1,6
201,27.32,5.0,5.0,1.0,1.0,0.0,1,False,100.0,1,0.0,1.0,0.0,161 days,1,6
202,2.5,4.5,4.6,1.0,1.0,0.0,2,False,57.1,0,0.0,0.0,1.0,113 days,1,5
203,6.87,5.0,4.5,1.2,1.0,26.1,2,True,52.2,1,0.0,1.0,0.0,168 days,1,6
204,5.28,5.0,5.0,1.0,1.0,0.0,0,False,66.7,0,0.0,0.0,1.0,126 days,1,5
205,2.09,5.0,5.0,1.0,1.0,0.0,0,True,100.0,0,1.0,0.0,0.0,138 days,1,5
206,3.69,5.0,5.0,1.0,1.0,0.0,0,False,100.0,1,0.0,0.0,1.0,147 days,1,6
207,2.52,5.0,5.0,1.0,0.0,0.0,3,False,0.0,0,1.0,0.0,0.0,7 days,1,1
208,14.93,5.0,4.601559291274655,1.0,1.0,0.0,1,False,0.0,0,0.0,0.0,1.0,2 days,1,1
209,11.78,5.0,5.0,1.0,0.0,0.0,0,False,100.0,0,1.0,0.0,0.0,123 days,1,5
210,16.88,3.0,5.0,1.0,1.0,0.0,0,False,100.0,0,0.0,0.0,1.0,120 days,1,5
211,2.34,5.0,5.0,1.0,1.0,0.0,0,False,0.0,1,0.0,1.0,0.0,163 days,1,6
212,0.89,3.0,5.0,1.0,1.0,0.0,0,False,100.0,0,0.0,0.0,1.0,31 days,1,2
213,3.07,5.0,5.0,1.0,0.0,0.0,1,False,0.0,0,0.0,0.0,1.0,1 days,1,1
214,3.81,4.9,4.3,1.04,1.0,7.1,7,False,57.1,1,1.0,0.0,0.0,153 days,1,6
215,19.77,4.0,4.601559291274655,1.0,1.0,0.0,1,True,100.0,0,0.0,0.0,1.0,0 days,1,1
216,2.7,4.5,4.5,1.5,0.0,50.0,0,False,50.0,1,0.0,1.0,0.0,167 days,1,6
217,2.66,4.3,4.7,1.0,1.0,0.0,8,True,72.2,1,0.0,0.0,1.0,173 days,1,6
218,2.6,5.0,5.0,1.75,0.0,100.0,1,False,0.0,0,0.0,0.0,1.0,27 days,1,2
219,12.21,5.0,4.601559291274655,1.0,0.0,0.0,0,True,100.0,1,0.0,1.0,0.0,137 days,1,6
220,2.34,4.8,4.9,1.04,1.0,7.7,6,False,0.0,1,0.0,0.0,1.0,161 days,1,6
221,10.61,5.0,4.3,1.13,0.0,25.0,1,True,25.0,0,0.0,0.0,1.0,113 days,1,5
222,7.89,5.0,4.601559291274655,1.0,1.0,0.0,0,False,0.0,0,0.0,1.0,0.0,72 days,1,3
223,5.31,5.0,4.601559291274655,1.0,1.0,0.0,2,False,100.0,0,1.0,0.0,0.0,96 days,1,5
224,1.69,5.0,4.6,1.0,0.0,0.0,0,False,40.0,1,0.0,0.0,1.0,162 days,1,6
225,5.04,4.9,4.8,1.0,1.0,0.0,3,True,39.1,1,1.0,0.0,0.0,155 days,1,6
226,6.8,5.0,5.0,1.0,1.0,0.0,0,False,100.0,1,0.0,1.0,0.0,155 days,1,6
227,17.87,5.0,5.0,1.0,1.0,0.0,0,True,100.0,0,0.0,0.0,1.0,136 days,1,5
228,24.43,5.0,5.0,1.0,0.0,0.0,1,True,0.0,0,1.0,0.0,0.0,119 days,1,5
229,2.69,4.7,5.0,1.04,1.0,4.9,2,False,46.3,1,0.0,1.0,0.0,156 days,1,6
230,18.61,2.0,1.0,1.0,1.0,0.0,1,True,100.0,0,0.0,0.0,1.0,0 days,1,1
231,9.31,4.0,4.601559291274655,1.0,1.0,0.0,1,True,100.0,1,0.0,0.0,1.0,135 days,1,6
232,7.17,4.3,5.0,1.0,1.0,0.0,4,True,45.5,1,0.0,0.0,1.0,161 days,1,6
233,12.96,5.0,5.0,1.0,0.0,0.0,0,False,100.0,0,0.0,0.0,1.0,115 days,1,4
234,10.68,5.0,4.601559291274655,1.0,1.0,0.0,0,False,100.0,0,0.0,0.0,1.0,61 days,1,3
235,1.62,5.0,4.0,1.0,0.0,0.0,0,True,42.9,1,0.0,0.0,1.0,179 days,1,6
236,7.6,5.0,4.5,1.0,1.0,0.0,1,False,100.0,0,1.0,0.0,0.0,82 days,1,4
237,1.53,4.8,5.0,1.09,1.0,18.2,6,False,45.5,1,0.0,1.0,0.0,153 days,1,6
238,5.72,5.0,4.601559291274655,1.0,0.0,0.0,1,False,0.0,0,1.0,0.0,0.0,0 days,1,1
239,16.19,4.3,5.0,1.0,1.0,0.0,2,False,33.3,1,1.0,0.0,0.0,146 days,1,6
240,3.28,5.0,5.0,1.0,1.0,0.0,0,False,100.0,0,1.0,0.0,0.0,136 days,1,5
241,12.45,4.8,4.601559291274655,1.0,0.0,0.0,2,False,100.0,1,0.0,1.0,0.0,147 days,1,6
242,6.46,4.9,4.4,1.0,1.0,0.0,5,True,87.5,1,1.0,0.0,0.0,152 days,1,6
